id,name,character,order,gender
82693,Mike Wilson,Eagles Tailgater (uncredited),60,0
82693,Mark Falvo,Tailgater (uncredited),61,0
87827,Suraj Sharma,Pi Patel (16 / 17 Years),0,2
87827,Irrfan Khan,Pi Patel (Adult),1,2
87827,Ayush Tandon,Pi Patel (11 / 12 Years),2,2
87827,Gautam Belur,Pi Patel (5 Years),3,2
87827,Adil Hussain,Santosh Patel,4,2
87827,Tabu,Gita Patel,5,1
87827,Ayaan Khan,Ravi Patel (7 Years),6,0
87827,Mohd Abbas Khaleeli,Ravi Patel ( 13/ 14 years),7,2
87827,Vibish Sivakumar,Ravi Patel (18/19 years),8,2
87827,Rafe Spall,Writer,9,2
87827,Gérard Depardieu,Cook,10,2
87827,James Saito,Older Insurance Investigator,11,2
87827,Jun Naito,Younger Insurance Investigator,12,2
87827,Andrea Di Stefano,Priest,13,1
87827,Shravanthi Sainath,Anandi,14,0
87827,Elie Alouf,Mamaji,15,0
87827,Padmini Ramachandran,Dance Master,16,0
87827,T.M. Karthik,Science Teacher,17,0
87827,Amarendran Ramanan,Indian History Teacher,18,0
87827,Hari Mina Bala,Librarian,19,0
87827,Wang Bo-Chieh,Buddhist Sailor,20,0
49051,Ian McKellen,Gandalf,0,2
49051,Martin Freeman,Bilbo,1,2
49051,Richard Armitage,Thorin,2,2
49051,Andy Serkis,Gollum,3,2
49051,Cate Blanchett,Galadriel,4,1
49051,Christopher Lee,Saruman,5,2
49051,Sylvester McCoy,Radagast,6,2
49051,Ian Holm,Older Bilbo,7,2
49051,Elijah Wood,Frodo,8,2
49051,Hugo Weaving,Elrond,9,2
49051,Lee Pace,Thranduil,10,2
49051,Conan Stevens,Bolg,11,0
49051,Bret McKenzie,Lindir,12,2
49051,Aidan Turner,Kili,13,2
49051,James Nesbitt,Bofur,14,2
49051,Graham McTavish,Dwalin,15,2
49051,Barry Humphries,Great Goblin,16,2
49051,Ken Stott,Balin,17,2
49051,Jeffrey Thomas,King Thror,18,2
49051,Mark Hadlow,Dori,19,2
49051,John Callen,Oin,20,2
49051,William Kircher,Bifur/Tom Troll,21,2
49051,John Bell,Bain,22,2
49051,Benedict Cumberbatch,Necromancer,23,2
49051,Dean O'Gorman,Fili,24,2
49051,Manu Bennett,Azog,25,2
49051,Jed Brophy,Nori,26,0
49051,Adam Brown,Ori,27,0
49051,Stephen Hunter,Bombur,28,0
49051,Tim McLachlan,Goblin (uncredited),29,2
68718,Jamie Foxx,Django,0,2
68718,Christoph Waltz,Dr. King Schultz,1,2
68718,Leonardo DiCaprio,Calvin Candie,2,2
68718,Kerry Washington,Broomhilda von Shaft,3,1
68718,Samuel L. Jackson,Stephen,4,2
68718,Walton Goggins,Billy Crash,5,2
68718,Dennis Christopher,Leonide Moguy,6,2
68718,James Remar,Butch Pooch / Ace Speck,7,2
68718,David Steen,Mr. Stonesipher,8,2
68718,Dana Gourrier,Cora,9,1
68718,Nichole Galicia,Sheba,10,1
68718,Laura Cayouette,Lara Lee Candie-Fitzwilly,11,1
68718,Ato Essandoh,D'Artagnan,12,2
68718,Sammi Rotibi,Rodney,13,2
68718,Clay Donahue Fontenot,Big Fred's Opponent,14,0
68718,Escalante Lundy,Big Fred,15,2
68718,Miriam F. Glover,Betina,16,0
68718,Don Johnson,Big Daddy,17,0
68718,Franco Nero,Amerigo Vessepi,18,2
68718,James Russo,Dicky Speck,19,2
68718,Tom Wopat,U.S. Marshall Gill Tatum,20,2
68718,Don Stroud,Sheriff Bill Sharp,21,2
68718,Russ Tamblyn,Son of a Gunfighter,22,2
68718,Amber Tamblyn,Daughter of a Son of a Gunfighter,23,1
68718,Bruce Dern,Old Man Carrucan,24,1
68718,M.C. Gainey,Big John Brittle,25,2
68718,Cooper Huckabee,Lil Raj Brittle,26,2
68718,Doc Duhame,Ellis Brittle,27,2
68718,Jonah Hill,Bag Head #2,28,2
68718,Lee Horsley,Sheriff Gus (Snowy Snow),29,2
68718,Zoë Bell,Tracker,30,1
68718,Michael Bowen,Tracker,31,2
68718,Robert Carradine,Tracker,32,2
68718,Jake Garber,Tracker,33,0
68718,Ted Neeley,Tracker,34,2
68718,James Parks,Tracker,35,0
68718,Tom Savini,Tracker,36,2
68718,Michael Parks,The LeQuint Dickey Mining Co. Employee,37,2
68718,John Jarratt,The Le Quint Dickey Mining Co. Employee,38,2
68718,Quentin Tarantino,The LeQuint Dickey Mining Co. Employee,39,2
68718,Amari Cheatom,Roy,40,2
68718,Keith Jefferson,Pudgy Ralph,41,0
68718,Marcus Henderson,Big Sid,42,0
68718,Lil Chuuch,Slave on Chain Gang,43,0
68718,Kinetic,Franklin,44,2
68718,Louise Stratten,Daughtrey Saloon Girl,45,0
68718,Kim Robillard,Saloon Keeper Pete,46,2
68718,Shana Stein,Daughtrey Bitty,47,0
68718,Shannon Hazlett,Daughtrey Saloon Girl,48,0
68718,Jack Lucarelli,Daughtrey Rifleman,49,2
68718,Victoria Thomas,Daughtrey Woman,50,1
68718,Grace Collins,Grace Bennett,51,0
68718,Sharon Pierre-Louis,Little Jody,52,0
68718,Christopher Berry,Willard,53,2
68718,Kim Collins,Randy,54,0
68718,Dane Rhodes,Tennessee Redfish,55,2
68718,J.D. Evermore,O.D.,56,2
68718,Rex Linn,Tennessee Harry,57,2
68718,Michael Bacall,Smitty Bacall,58,2
68718,Ronan Hice,,59,0
68718,Ned Bellamy,Wilson,60,2
68718,Dave Coennen,Mr. Eigglesworth,61,0
68718,Danièle Watts,Coco,62,1
68718,Jon Eyez,,63,0
68718,Omar J. Dorsey,Chicken Charlie,64,2
68718,Evan Parke,Baghead,65,2
68718,Craig Stark,Tommy Gilles,66,0
68718,Brian Brown,Hoot Peters,67,0
68718,Ritchie Montgomery,Overseer Johnny Jerome,68,2
68718,Nicholas Dashnaw,Baghead,69,0
68718,Jarrod Bunch,Banjo,70,0
68718,Kerry Sims,,72,0
68718,Jamal Duff,Tatum,73,2
68718,Todd Allen,Dollar Bill,74,2
68718,Lewis Smith,Jinglebells Cody,75,2
68718,Keniaryn Mitchell,,76,0
68718,Jakel Marshall,House Servant,77,0
68718,Carl Singleton,Carl / House Servant,78,0
68718,Ashley Toman,,79,0
68718,John McConnell,,80,2
68718,Mark Amos,Beard Man (uncredited),81,2
68718,Monica Rene'e Anderson,House Servant (uncredited),82,0
68718,Marsha Stephanie Blake,House Slave (uncredited),83,0
68718,Catherine Lambert,House Slave (uncredited),84,0
68718,Deborah Ayorinde,Cleopatra Pony (uncredited),85,0
68718,Takara Clark,Pony (uncredited),86,0
68718,Kimberley Drummond,Pony (uncredited),87,0
68718,Tenaj L. Jackson,Pony (uncredited),88,0
68718,Carl Bailey,Mandingo Overseer (uncredited),89,0
68718,Ross P. Cook,Overseer (uncredited),90,0
68718,Gregory Allen Gabroy,Overseer (uncredited),91,0
68718,Gene Kevin Hames Jr.,Overseer (uncredited),92,0
68718,Seth Bailey,Daughtrey Rifleman (uncredited),93,2
68718,David G. Baker,Slave Master (uncredited),94,2
68718,Richie J. Ladner,Slave Master (uncredited),95,0
68718,Glen Warner,Slave Overseer (uncredited),96,0
68718,Kesha Bullard,Crazy Sadie (uncredited),97,0
68718,Edward J. Clare,Plantation Owner (uncredited),98,0
68718,Jordon Michael Corbin,Samson (uncredited),99,0
68718,Mike DeMille,Cowboy (uncredited),100,0
68718,Santana Draper,Bennet Plantation Slave Water Boy (uncredited),101,0
68718,Gary Grubbs,Bob Gibbs (uncredited),102,2
68718,Justin Hall,Goat Farmer (uncredited),103,0
68718,Jacquelyn Twodat Jackson,Towns person (uncredited),104,0
68718,Sandra Linz,Town Woman (uncredited),105,0
68718,Kasey James,Mule Wrangler (uncredited),106,0
68718,Skipper Landry,Cleo Master (uncredited),107,0
68718,Elton LeBlanc,Cleo Club Patron / Polly Wolly Singer (uncredited),108,2
68718,Cindy Mah,Chinese Boy (uncredited),109,0
68718,Johnny Otto,Dr. Brown (uncredited),110,0
68718,Belinda Owino,Candyland House Servant (uncredited),111,0
68718,Erin Pickett,Woman with Rifle (uncredited),112,0
68718,Mark Ulano,Gabby the Banker (uncredited),113,0
68718,Misty Upham,Minnie (uncredited),114,0
68718,Edrick Browne,Joshua,115,2
75612,Tom Cruise,Jack Harper,0,2
75612,Morgan Freeman,Malcolm Beech,1,2
75612,Olga Kurylenko,Julia Rusakova Harper,2,1
75612,Andrea Riseborough,Victoria Olsen,3,1
75612,Nikolaj Coster-Waldau,Sykes,4,2
75612,Melissa Leo,Sally,5,1
75612,Zoë Bell,Kara,6,1
75612,Abigail Lowe,Julia's Child,7,0
75612,Isabelle Lowe,Julia's Child,8,0
75612,David Madison,Grow Hall Survivor,9,0
75612,John L. Armijo,NASA Ground Control,10,0
75612,Fileena Bahris,Survivor,11,0
75612,Joanne Bahris,Tourist,12,0
75612,Andrew Breland,Survivor,13,0
75612,Lisa Raziano,Alien (uncredited),14,1
68721,Robert Downey Jr.,Tony Stark / Iron Man,0,2
68721,Gwyneth Paltrow,"Virginia ""Pepper"" Potts",1,1
68721,Don Cheadle,"Colonel James "" Rhodey"" Rhodes",2,2
68721,Guy Pearce,Aldrich Killian / The Mandarin,3,2
68721,Rebecca Hall,Maya Hansen,4,1
68721,Jon Favreau,Happy Hogan,5,2
68721,Ben Kingsley,Trevor Slattery,6,2
68721,James Badge Dale,Savin,7,2
68721,Stephanie Szostak,Brandt,8,1
68721,Paul Bettany,Jarvis (voice),9,2
68721,William Sadler,President Ellis,10,2
68721,Dale Dickey,Mrs. Davis,11,1
68721,Ty Simpkins,Harley Keener,12,2
68721,Miguel Ferrer,Vice President Rodriguez,13,2
68721,Wang Xue-qi,Doctor Wu (as Wang Xueqi),14,2
68721,Shaun Toub,Ho Yinsen,15,2
68721,Matthew Sterling Nye,Annoying Conference Guy,16,0
68721,Pat Kiernan,Himself,17,2
68721,Josh Elliott,Himself,18,0
68721,Megan Henderson,Herself,19,0
68721,Thomas Roberts,Himself,20,2
68721,Bill Maher,Himself,21,2
68721,Joan Rivers,Herself,22,1
68721,George Kotsiopoulos,Himself,23,0
68721,Bronte D'Esposito,Neptune's Net Girl,24,0
68721,Noah Visconti,Neptune's Net Boy,25,0
68721,Ashley Hamilton,Taggert,26,2
68721,Brooke Jayne Taylor,Happy's Nurse,27,0
68721,Kim Dean,Hospital Nurse Reporter,28,0
68721,Glenn Foster,Pushy Tabloid Reporter,29,2
68721,Anthony Reynolds,Helicopter Pilot #1,30,0
68721,Kendrick Cross,Helicopter Pilot #2,31,0
68721,Tom Clark,Reporter at House Wreckage,32,0
68721,Brian Schaeffer,Mandarin Studio Technician,33,0
68721,John Eddins,Mandarin Look-Out,34,2
68721,Spencer Garrett,Rose Hills Sherrif,35,2
68721,Rockey Dickey Jr.,Rose Hill Deputy / Extremis Soldier,36,0
68721,Drew Michael Hershner,Rose Hill Christmas Tree Shopper,37,0
68721,Sarah Burkhardt,Junior Technician (as Sarah Burkharat),38,0
68721,Jan Broberg,Senior Technician,39,1
68721,Andrew Lauer,Satellite Technician (as Andy Lauer),40,2
68721,Nate Bynum,Technical Director,41,0
68721,Andrew Lander,Vice President's Analyst,42,0
68721,Tom Virtue,Thomas Richards,43,2
68721,Roy McCrerey,President's Aide,44,0
68721,Serdar Kalsin,Scared Insurgent,45,2
68721,Demetrois Hodges,Laughing Insurgent,46,0
68721,Bobby Tisdale,Pageant Emcee,47,0
68721,Yvonne Zima,Miss Elk Ridge,48,1
68721,Stan Lee,Pageant Judge,49,2
68721,Adam Pally,Gary the Cameraman,50,2
68721,James Rackley,Chad Davis,51,0
68721,Cullen Moss,Extremis Candidate,52,2
68721,Jake Dewitt,Room Service Waiter / Extremis Soldier,53,0
68721,Rebecca Mader,Sweat Shop Agent,54,1
68721,Kevin Arnold,Mandarin Guard,55,0
68721,Juan C. Bofill,Mandarin Guard (as Juan Bofill),56,0
68721,David Buglione,Mandarin Guard,57,0
68721,Adam Lytle,Mandarin Guard,58,0
68721,Paul Andrew O'Connor,Mandarin Guard (as Paul O'Connor),59,2
68721,Phil Ortiz,Mandarin Guard,60,0
68721,Gwendalyn Barker,Sleepy Mandarin Girl,61,0
68721,Steve Wilder,Annoyed Mandarin Guard,62,2
68721,Luciana Faulhaber,Mandarin Party Girl #1,63,1
68721,Karina Florez,Mandarin Party Girl #2,64,0
68721,Mike Massa,Tony's Guard,65,2
68721,Mark Kubr,Ponytail Express,66,2
68721,Si-Fu Eric Oram,Reluctant AIM Guard,67,0
68721,Naomi Parshin,AIM Ping Pong Girl,68,0
68721,Aurelia Riley,AIM Ping Pong Girl,69,0
68721,Johanna Yunda,AIM Ping Pong Girl,70,0
68721,Wesley Thompson,Secret Service Agent,71,2
68721,Jenna Ortega,Vice President's Daughter,72,1
68721,T. C. Anyachonkeya,Iron Patriot Fan #1,73,0
68721,Chad Kurtz,Iron Patriot Fan #2,74,0
68721,Cal Johnson,Air Force One Officer,75,0
68721,Corey Hawkins,Navy Op,76,2
68721,Linden Ashby,Commander,77,2
68721,Sarah Farooqui,Heather,78,1
68721,Sala Baker,Extremis Soldier,79,2
68721,Kial Butler,Extremis Soldier,80,0
68721,Nick Brandon,Extremis Soldier,81,0
68721,Dan Brown,Extremis Soldier,82,2
68721,Fernando Chien,Extremis Soldier,83,2
68721,Ilram Choi,Extremis Soldier,84,0
68721,Brycen Counts,Extremis Soldier,85,0
68721,Kiante Elam,Extremis Soldier,86,2
68721,Dane Farwell,Extremis Soldier,87,2
68721,Mark Fichera,Extremis Soldier,88,2
68721,Colin Follenweider,Extremis Soldier,89,0
68721,Aja Frary,Extremis Soldier,90,1
68721,Mark Ginther,Extremis Soldier,91,2
68721,Adrian Gonzalez,Extremis Soldier,92,0
68721,Dennis Keiffer,Extremis Soldier,93,0
68721,Samuel Le,Extremis Soldier,94,0
68721,Tara Macken,Extremis Soldier,95,0
68721,William Morts,Extremis Soldier,96,0
68721,Jade Quon,Extremis Soldier,97,0
68721,J. C. Robaina,Extremis Soldier,98,0
68721,Markos Rounthwaite,Extremis Soldier,99,2
68721,Philip J Silvera,Extremis Soldier,100,0
68721,Brian Simpson,Extremis Soldier,101,0
68721,Mark Aaron Wagner,Extremis Soldier,102,2
68721,Chris Gethard,Juan (uncredited),103,2
68721,Nick W. Nicholson,White House Reporter (uncredited),104,0
68721,Mark Ruffalo,Bruce Banner (uncredited),105,2
68721,Bridger Zadina,Richie (uncredited),106,2
64682,Leonardo DiCaprio,Jay Gatsby,0,2
64682,Tobey Maguire,Nick Carraway,1,2
64682,Carey Mulligan,Daisy Buchanan,2,1
64682,Joel Edgerton,Tom Buchanan,3,2
64682,Elizabeth Debicki,Jordan Baker,4,1
64682,Isla Fisher,Myrtle Wilson,5,1
64682,Jason Clarke,George Wilson,6,2
64682,Amitabh Bachchan,Meyer Wolfsheim,7,2
64682,Callan McAuliffe,Teen Jay Gatsby,8,2
64682,Adelaide Clemens,Catherine,9,1
64682,Steve Bisley,Dan Cody,10,2
64682,Richard Carter,Herzog,11,2
64682,Vince Colosimo,Michaelis,12,2
64682,Max Cullen,Owl Eyes,13,2
64682,Mal Day,The Boss-Probity Trust,14,0
64682,Charlize Skinner,Pammy,15,0
64682,Brendan Maclean,Klipspringer,16,0
64682,Kate Mulvany,Mrs. McKee,17,0
64682,Kahlia Greksa,The Twins,18,0
64682,Garrett William Fountain,Barman,19,0
64682,David Furlong,Walter Chase,20,0
64682,Daniel Gill,Police Commissioner,21,0
64682,Iota,Trimalchio the Orchestra Leader,22,2
64682,Barry Otto,Benny McClenahan,23,2
64682,John O'Connell,Newton Orchid,24,2
64682,Ben McIvor,Clerk - Probity Trust,25,2
64682,Brian Rooney,Clerk - Probity Trust,26,2
64682,Gemma Ward,Languid Girl,27,0
64682,Goran D. Kleut,Head Waiter - Speakeasy,28,0
64682,Denning Isles,Clarinetist,29,0
64682,Ryan Cooper,Extra (uncredited),30,2
54138,Chris Pine,James T. Kirk,0,2
54138,Zachary Quinto,Spock,1,2
54138,Zoe Saldana,Nyota Uhura,2,1
54138,Karl Urban,Dr. Leonard 'Bones' McCoy,3,2
54138,Simon Pegg,Montgomery 'Scotty' Scott,4,2
54138,John Cho,Hikaru Sulu,5,2
54138,Benedict Cumberbatch,Khan Noonien Singh,6,2
54138,Anton Yelchin,Pavel Chekov,7,2
54138,Bruce Greenwood,Christopher Pike,8,2
54138,Peter Weller,Alexander Marcus,9,2
54138,Alice Eve,Carol Marcus,10,1
54138,Noel Clarke,Thomas Harewood,11,2
54138,Nazneen Contractor,Rima Harewood,12,1
54138,Amanda Foreman,Ensign Brackett,13,1
54138,Aisha Hinds,Navigation Officer Darwin,14,1
54138,Joseph Gatt,Science Officer 0718,15,2
54138,Sean Blakemore,Klingon,16,2
54138,Nick E. Tarabay,Klingon,17,2
54138,Beau Billingslea,Captain Abbot,18,2
54138,Deep Roy,Keenser,19,2
54138,Chris Hemsworth,George Kirk,20,2
54138,Jack Laufer,Doctor,21,0
54138,Katie Cockrell,Girl,22,1
54138,Kellie Cockrell,Girl,23,1
54138,Jennifer Morrison,Winona Kirk,24,1
54138,Leonard Nimoy,Spock Prime,25,2
54138,Kimberly Arland,Madeline,26,0
54138,Jonathan Dixon,Ensign Froman,27,0
54138,Jeremy Raymond,Lead Nibiran,28,2
54138,Jay Scully,Lieutenant Chapin,29,2
54138,Tony Guma,Nibiran,30,2
54138,Anjini Taneja Azhar,Lucille Harewood,31,0
54138,Jason Matthew Smith,Cupcake,32,2
54138,Seth Ayott,U.S.S. Enterprise Shuttle Ensign,33,0
54138,Marco Sanchez,Torpedo Security,34,2
54138,Lee Reherman,Uniformed Mercenary,35,2
54138,Scott Lawrence,U.S.S. Vengeance Officer,36,2
54138,Usman Ally,U.S.S. Vengeance Officer,37,0
54138,Nolan North,U.S.S. Vengeance Bridge Officer,38,2
54138,James Hiroyuki Liao,U.S.S. Vengeance Bridge Officer,39,2
54138,Rob Moran,U.S.S. Vengeance Ensign,40,2
54138,Akiva Goldsman,Starfleet Admiral,41,2
54138,Gianna Simone,U.S.S. Enterprise Bridge Crew,42,0
54138,Rene Rosado,U.S.S. Enterprise Bridge Crew,43,0
54138,Berit Francis,Starfleet Admiral,44,0
54138,Benjamin P. Binswanger,Starfleet Admiral,45,0
54138,Christopher Doohan,Transport Officer,46,2
54138,Andy Demetrio,U.S.S. Enterprise Bridge Crew,47,0
54138,Jacquelynn King,U.S.S. Enterprise Bridge Crew,48,0
54138,Long Tran,U.S.S. Enterprise Bridge Crew,49,0
54138,Ningning Deng,U.S.S. Enterprise Bridge Crew,50,0
54138,Jodi Johnston,U.S.S. Enterprise Bridge Crew,51,0
54138,Colleen Harris,Lady V,52,0
54138,Jeff Chase,U.S.S. Enterprise Security,53,2
54138,Ser'Darius Blain,U.S.S. Enterprise Red Shirt,54,2
54138,Heather Langenkamp,Moto,55,1
54138,Melissa Paulo,Bar Girl,56,0
54138,Cynthia Addai-Robinson,San Francisco Woman,57,1
54138,Monisola Akiwowo,U.S.S. Enterprise Nurse,58,0
54138,Paul K. Daniel,Shuttle Pilot,59,2
54138,Drew Grey,San Francisco Bar Patron,60,0
54138,David C. Waite,U.S.S. Enterprise Crew,61,0
54138,Douglas Weng,U.S.S. Vengeance Security,62,0
54138,Charlie Haugk,San Francisco Resident,63,0
54138,Max Chernov,San Francisco Resident,64,0
54138,Marc Primiani,San Francisco Resident,65,0
54138,Jesper Inglis,San Francisco Resident,66,0
54138,Jacob Rhodes,Nibiru Child,67,0
54138,Kentucky Rhodes,Nibiru Child,68,0
54138,Anthony Wilson,Shaku,69,0
54138,Eric Greitens,Starfleet Ceremonial Guard,70,0
54138,Melissa Steinman,Starfleet Ceremonial Guard,71,0
54138,Adam McCann,Starfleet Ceremonial Guard,72,0
54138,Jon Orvasky,Starfleet Ceremonial Guard,73,0
54138,Gerald W. Abrams,Starfleet Memorial Admiral,74,0
54138,James McGrath,Starfleet Memorial Admiral,75,0
54138,Brian T. Delaney,Additional Voices (voice),76,2
54138,Arlen Escarpeta,Additional Voices (voice),77,2
54138,Joe Moses,Additional Voices (voice),78,0
54138,Kevin Michael Richardson,Additional Voices (voice),79,2
54138,David Sobolov,Additional Voices (voice),80,2
54138,Matthew Wood,Additional Voices (voice),81,2
54138,Fred Tatasciore,Additional Voices (voice),82,2
54138,Kiff VandenHeuvel,Additional Voices (voice),83,0
54138,Audrey Wasilewski,Additional Voices (voice),84,1
54138,Bill Hader,Additional Voices (voice),85,2
54138,Tom Archdeacon,Ensign Spyke (uncredited),86,2
54138,Jon Lee Brody,U.S.S. Enterprise Security (uncredited),87,0
54138,Britanni Johnson,NYU Nurse (uncredited),88,0
54138,Hiram A. Murray,Bar Patron (uncredited),89,2
54138,Chris Gardner,Additional Voices (voice),90,0
54138,Julianne Buescher,Additional Voices (voice),91,1
54138,Joe Hanna,Additional Voices (voice),92,0
54138,David Acord,Additional Voices (voice),93,0
54138,Ellie Newlands,Additional Voices (voice),94,0
54138,Candice Renee,Additional Voices (voice),95,0
54138,Emily Towers,Additional Voices (voice),96,0
54138,Gina Hirsch,Additional Voices (voice),97,0
82992,Vin Diesel,Dominic Toretto,0,2
82992,Paul Walker,Brian O'Conner,1,2
82992,Dwayne Johnson,Hobbs,2,2
82992,Jordana Brewster,Mia,3,1
82992,Michelle Rodriguez,Letty,4,1
82992,Tyrese Gibson,Roman,5,2
82992,Sung Kang,Han,6,2
82992,Gal Gadot,Gisele,7,1
82992,Ludacris,Tej (as Chris 'Ludacris' Bridges),8,2
82992,Luke Evans,Shaw,9,2
82992,Elsa Pataky,Elena,10,1
82992,Gina Carano,Riley,11,1
82992,Clara Paget,Vegh,12,1
82992,Kim Kold,Klaus,13,2
82992,Joe Taslim,Jah,14,2
82992,Samuel M. Stewart,Denlinger (as Samuel Stewart),15,2
82992,Benjamin Davies,Adolfson,16,0
82992,Matthew Stirling,Oakes,17,0
82992,David Ajala,Ivory,18,2
82992,Thure Lindhardt,Firuz,19,2
82992,Shea Whigham,Stasiak,20,2
82992,Andrei Zayats,Russian Officer,21,0
82992,John Ortiz,Braga,22,2
82992,Jason Thorpe,Snobby Auctioneer Organizer,23,0
82992,Huggy Leaver,Pawn Shop Owner,24,2
82992,Alexander Vegh,Forensic Analyst,25,2
82992,Stephen Marcus,Davies,26,2
82992,Magda Rodriguez,Secretary,27,0
82992,Andy Pointon,Terry,28,2
82992,Victor Gardener,NATO Commander,29,0
82992,Sol de la Barreda,Doctor,30,0
82992,Françoise Philippart de Foy,Nurse,31,0
82992,Elvira Tricás,Nurse,32,0
82992,Carolina Pozo,Nurse,33,0
82992,Jhony Meñdez,Santiago,34,0
82992,Revil Beat,Benito,35,0
82992,Sarah Yan Li,Lead Chinese Agent (as Sarah Li),36,1
82992,Lisandro León,Costa Rica Happy Man,37,0
82992,Sonia Hernández Fumero,Hot Girl,38,0
82992,Pilar Mayo,Hot Girl,39,0
82992,Laz Alonso,Fenix (uncredited),40,2
82992,Eddie Bagayawa,Subway Commuter (uncredited),41,0
82992,Dean Barlage,English Driver (uncredited),42,2
82992,Gintare Beinoraviciute,Street Race Spectator (uncredited),43,1
82992,Catherine Delaloye,Beautiful Girl (uncredited),44,0
82992,Rowena Diamond,"Hot, Sexy Girl (uncredited)",45,0
82992,Mark Haldor,Racer (uncredited),46,0
82992,Andrew Koji,HK Police (uncredited),47,2
82992,Alex Martin,Braga's Thug (uncredited),48,0
82992,Rita Ora,Race Caller (uncredited),49,1
82992,Gemita Samarra,Auctioneers Assistant (uncredited),50,0
82992,Jason Statham,Deckard Shaw (uncredited),51,2
75656,Jesse Eisenberg,J. Daniel Atlas,0,2
75656,Mark Ruffalo,Dylan Rhodes,1,2
75656,Woody Harrelson,Merritt McKinney,2,2
75656,Mélanie Laurent,Alma Dray,3,1
75656,Isla Fisher,Henley Reeves,4,1
75656,Dave Franco,Jack Wilder,5,2
75656,Michael Caine,Arthur Tressler,6,2
75656,Morgan Freeman,Thaddeus Bradley,7,2
75656,Michael Kelly,Agent Fuller,8,2
75656,Common,Evans,9,0
75656,David Warshofsky,Cowan,10,2
75656,José Garcia,Etienne Forcier,11,2
75656,Jessica Lindsey,Hermia,12,0
75656,Caitriona Balfe,Jasmine Trassler,13,1
75656,Stephanie Honoré,Atlas Groupie,14,1
75656,Elias Koteas,Lionel Shrike,15,2
75656,Odessa Sykes,Josepha Hickey,16,0
75656,Justine Wachsberger,Paris Bank Manager,17,1
49521,Henry Cavill,Clark Kent / Kal-El,0,2
49521,Amy Adams,Lois Lane,1,1
49521,Michael Shannon,General Zod,2,2
49521,Kevin Costner,Jonathan Kent,3,2
49521,Diane Lane,Martha Kent,4,1
49521,Russell Crowe,Jor-El,5,2
49521,Laurence Fishburne,Perry White,6,2
49521,Antje Traue,Faora-Ul,7,1
49521,Christopher Meloni,Colonel Hardy,8,2
49521,Jadin Gould,Lana Lang,9,1
49521,Tahmoh Penikett,Emerson,10,2
49521,Ayelet Zurer,Lara Lor-Van,11,1
49521,Richard Schiff,Dr. Emil Hamilton,12,2
49521,Dylan Sprayberry,Clark Kent at 13,13,2
49521,Michael Kelly,Steve Lombard,14,2
49521,Carla Gugino,Kelor (voice),15,1
49521,Richard Cetrone,Tor-An,16,2
49521,Mackenzie Gray,Jax-Ur,17,2
49521,Julian Richings,Lor-Em,18,2
49521,Mary Black,Ro-Zar,19,1
49521,Samantha Jo,Car-Vex,20,1
49521,Rebecca Buller,Jenny,21,0
49521,Christina Wren,Major Carrie Farris,22,0
49521,David Lewis,Major Laramore,23,2
49521,Doug Abrahams,Heraldson,24,2
49521,Brad Kelly,Byrne,25,0
49521,Alessandro Juliani,Officer Sekowsky,26,2
49521,Jack Foley,Teenage Pete Ross,27,0
49521,Robert Gerdisch,Whitney Fordman,28,2
49521,Harry Lennix,General Swanwick,29,2
49521,Jacqueline Scislowski,Student,30,0
49521,Sean Campbell,Bar Buddy,31,2
49521,Raj Lal,Rubble Survivor (uncredited),32,2
68726,Idris Elba,Stacker Pentecost,0,2
68726,Charlie Hunnam,Raleigh Becket,1,2
68726,Charlie Day,Dr. Newton Geiszler,2,2
68726,Ron Perlman,Hannibal Chau,3,2
68726,Burn Gorman,Gottlieb,4,0
68726,Rinko Kikuchi,Mako Mori,5,0
68726,Max Martini,Herc Hansen,6,2
68726,Robert Maillet,Aleksis Kaidanovsky,7,2
68726,Robert Kazinsky,Chuck Hansen,8,2
68726,Larry Joe Campbell,Tommy T,9,2
68726,Brad William Henke,Miles,10,2
68726,Clifton Collins Jr,Ops Tendo Choi,11,2
68726,Diego Klattenhoff,Yancy Becket,12,2
68726,Santiago Segura,Wizened Man,13,2
68726,Jane Watson,Raleigh and Yancy's Mom,14,0
68726,Jung-Yul Kim,Hannibal Chau Thug,15,0
68726,Heather Doerksen,Lt. A. Kaidanovsky,16,1
68726,Joshua Peace,Officer,17,2
68726,Mana Ashida,Young Mako,18,0
68726,Joe Pingue,Captain Merrit,19,2
68726,Milton Barnes,McTighe,20,0
68726,Brian Frank,1st Officer,21,2
68726,Ellen McLain,Gipsy Danger AI (voice),22,0
68726,David Fox,Old Man on Beach,23,2
68726,Jake Goodman,Child,24,2
68726,Robin Thomas,American UN Representative,25,2
68726,Julian Barnes,British UN Representative,26,2
68726,David Richmond-Peck,Canadian UN Representative,27,2
68726,Sebastian Pigott,Engineer,28,2
68726,Victoria Marie,Chinese Girl in Anti-Kaiju Refuge,29,0
68726,J.C. Kenny,TV Reporter,30,0
68726,Robert Morse,Raleigh and Yancy's Dad,31,2
68726,Mike Chute,Saltchuck Crew,32,2
68726,Duncan McLeod,Saltchuck Crew,33,0
68726,Louis Paquette,Saltchuck Crew,34,0
68726,Matthew G. Taylor,Saltchuck Crew,35,2
68726,Frank Nakashima,UN Representative,36,2
68726,Terry Belleville,UN Representative,38,0
